Name,Pw,Money,Age,Rate,accNum,keyID,keyMoney
ZVhOMGVHNXBVTVpKUEZZWFpL,4d1698697a1117fed2cc4bd4bd6679cd83eece98c6c314e1f16233b5bb79be6a,TVRBMU5UY3pOemtHS1NMRkdV,36,1.4,9630-5777-1829-2278,UMZJPFYXZK,GKSLFGU
YldoeGFtMXVHVVlQSFBYQk9D,8c4d429066d10f230759f2de4acb0fd53e5d1b4b1c12185d3c0a8795f031319c,TlRBNE56azVNelVCUlFCSVZK,35,5.8,7690-3963-2705-7656,GUYPHPXBOC,BRQBIVJ
ZVhWeGRuSjRQUVdDWlJTSUtR,ab431f24545ae681578f15783f2ef918e2c34b1996449ea00d5779e08de2b666,TkRVd01UQTJNemdDUkxGTE1B,62,1,7228-9199-4392-6347,PQWCZRSIKQ,CRLFLMA
YlhwaGNXTmpJSE5DQUdHVlRH,cecee7d82bfcc780f712cb2731f509aaa902c31c03da0758ebfce146cab61f45,TnpnNE9ETTFORGtLRk9RWUpO,72,3.7,1365-1933-2811-9340,IHNCAGGVTG,KFOQYJN
ZFdGcGJIcDJJQkxOQVdXQVpO,3c8e01a456f6e475399819fd096f34c6022b4387b7c83783e3634e3acce27d89,TVRJNE1EazRNVFFZQ0xQRk9H,44,5.4,7072-6303-5731-8319,IBLNAWWAZN,YCLPFOG
ZW1ocVozSnROR0hZV0lTUUtE,2437bae4bbd7444ed85f09f73a9b2574d2eb4c3e5ecb3e517df423bb4aa83e33,T1RjME1qZ3hNVGNYTFFPQkFL,70,8.2,7222-3971-2241-4167,NGHYWISQKD,XLQOBAK
YVc1emQycGxYUlhIQ1VSRFRF,7202a469298e2668cc0f111b479df3bee5b2d42307c82d340d11d1f170503c5b,T0RBMk5EYzVNVFVBWEdXUFRX,54,5.1,9457-9078-3564-1411,XRXHCURDTE,AXGWPTW
WTJaNGVIcHFMRE5ERk5KUU1E,e5a5712d0fd9843734bde030691bae94281ba6146b858eed56381db30b6073e3,TmpNMk9EQXdOakFKRktOTFdH,62,2.8,9716-4331-5503-5688,LDNDFNJQMD,JFKNLWG
YW1SamMyUnhJTlRZTlVZQVhO,6c16fcc14abbcdda7e4d0446874eeb6127482187c60ead1c92e07683d3abb3da,TlRNek5UZzNOemdUQlZLR0ZL,52,5.4,1810-4940-9088-1986,INTYNUYAXN,TBVKGFK
ZFdsMmEzZGlHU0RFWlRCRlhL,b4ec2a287db8b182d0cdd0a6a2753371a9df79395b8daf7e5566ffeac7084165,TVRZNE9EVTVNQVBKRU5OT1NT,36,4.3,2858-6070-9041-2023,GSDEZTBFXK,PJENNOSS
ZUhab2JIUmpZQ1VYQ1RMSkhE,03693f5471fca992091eeb4a85d0879807f974a1c17082ddf069e978c400c51a,TkRneE5qSTRPVE1aWlVFRktL,22,4.6,7461-4254-5061-4056,YCUXCTLJHD,ZZUEFKK
WkhGNFoyaDVZTlBNVUlEVlpa,cf47e8b9e68d772ea0b38b2f5936545e0432af507f18689d05edd369d763fdb9,T1RFeE1EVXhNREVTUlZTVkNP,40,5.5,9820-2822-1397-6986,YNPMUIDVZZ,SRVSVCO
WldWeWFIZG1UQkRQU0tNQlZK,66f83d1b12efb0beecf3ce30c4448f7ee9d9e6087b193c0ca1cea5ef17a0f49e,TWpNek5ERXhOUVdRV0pJU1pQ,23,8.3,8903-7910-9636-9277,TBDPSKMBVJ,WQWJISZP
YW5OeGRuUjZFQVpBTFRWTllP,a717fb4ec3db5842f5168cb03e2a93e15052cb0bd58b639fc2fde38e007fa5dc,TlRVME1UWTBNalFBSk1CTENV,22,5.4,8016-6908-6469-7573,EAZALTVNYO,AJMBLCU
YldsemRIcDZPSlpIUUxDV0JG,840247620341ae4531aa830d46fc84d495c8fb59861f96c403d33ae46f61de68,TWpZd01qUXlNVFVHT1hHUUZF,76,5.3,9569-9447-2153-1428,OJZHQLCWBF,GOXGQFE
WkhscmRtZDJTT1BMUFJPSVRB,5f2269a72c547f3799ce66eef0ea37d1acaf4331adc198a9d3e5099bb1f77b45,TWpBeU1EVXlNelFZSVZHWEJI,42,6.6,1817-8165-3693-2561,SOPLPROITA,YIVGXBH
WW1WNGRHTnlLS0xaVlNLUkRX,10ec56072934f64fd2dbd417d5aac770b057adfa4084b2b09445d1dce67ed72e,T0RZek9URXhOamdQWlBFV1FF,70,7.2,5346-1702-4801-4327,KKLZVSKRDW,PZPEWQE
ZUdOdWIzbGlLVUhQVUxURFRP,b5f0c7e927a4216f0c48adcdf4e0a73f22b3eda5c558b51ab69ebcdf8af5c686,T1RZMk9ERXlNVEVJWEFQVFZB,27,3.6,8788-1251-1570-4968,KUHPULTDTO,IXAPTVA
ZW5ac1ltNTNVWENOQ0FZRVdR,a283994990e72b1ea5e9d21801d01ee3545b960a8be432a90d91e1161705e28b,TlRjMk5UVTRNelFYWVBZVE5Y,23,3.4,9527-9195-2163-4163,UXCNCAYEWQ,XYPYTNX
Y201M2MzVjZIUVNHSEZPUUhY,d6905461d571900b24227c69e07545c3f7780d73d6396e30c050aa4e4ee531bf,T1RBek5EazVNVEVJV0hEU0tR,41,6.2,3423-3874-8131-8223,HQSGHFOQHX,IWHDSKQ
ZG1SNGVuRmpJQkRBT0NWVkVZ,430baee2aa431718750381eba6a1eeaf809d3d1ee08597d7bd7531ec218e0ce0,TXpBNE56YzJORFVaR1lBWEtC,63,6.1,5578-9060-4358-8180,IBDAOCVVEY,ZGYAXKB
ZVdaMWJXOXhSRkpYVFVKUllR,17ed4d28bd13d2c1e2c913b5c5aac4573d34f2066014b0154211bd5487b541e2,TkRNek5EWXlOVE1RSElSRFZU,68,7.6,5520-9575-8537-3576,RFJXTUJRYQ,QHIRDVT
YzNOeGNHZDJRUVlaRFVNV0tD,3c9d57a1ce0cb89fff2416fa4c4ef8ce62dfb850ab8811352c7617ebb2bbee11,T1RnME1UZ3lNRFVWRURJVURG,24,4.1,8026-6521-8101-7286,QQYZDUMWKC,VEDIUDF
ZUc1bmJYaDBGQ1lST1lHUEpE,514a101eadd9d1ebaf50becbcb2bf74a683d6be1eb502a918dfeb362b32d1eaa,TkRFM09Ua3pOellGQVdOR1RG,48,7,4583-1990-5876-4620,FCYROYGPJD,FAWNGTF
YTIxdFozTnJPUktGTlRQV0dY,bc741b7bf56a2f4dba0deacf13bd40d9e38789b730bda7c60066931386c66a8e,TVRjNU1qa3dOQUpHS1JFTFBM,64,3.6,5579-3835-5530-2561,ORKFNTPWGX,JGKRELPL
WVhKcFluSnlQRlNRSVpWWFJZ,946a75adf2422037e6a6e4baed4293babf59e967a4cd68121055b0adf5ec2c6b,TWpJMU16RTROalVUUkZSWkpL,79,3.7,5953-8535-7200-9149,PFSQIZVXRY,TRFRZJK
YkdoMGEzSmxUSE9CS09JTlVX,db1a1a9e36d43cbe138d47f3281e5f6b318498b59f251e4df0b72a82ea014e9f,T0Rjd05qUTJNRFlNTUhVS0pO,68,1.5,8922-4485-1109-8762,THOBKOINUW,MMHUKJN
ZVd4a2FXOWlOVFpTWVdHVFlZ,8677c779e306c4a5c50f0275e6d10f8fcc9722cd18228c52945ee52b54593d94,TVRJek9UZ3lOVGtHVE9HS09a,79,7.7,9702-9440-9398-2184,NTZSYWGTYY,GTOGKOZ
ZUhWa2NuVjVYSFNYWk5SUUlV,dba71cb0092565bb8f37beffb61bc132e03a216dc5e0c1623500e4b535a8ea84,TVRreU56RXpNVEFESFhLQVNO,23,2,2059-7210-6157-6521,XHSXZNRQIU,DHXKASN
Y1doemVXdHJQRERNV1NSWURI,7e9c1141a7b9688800e6f1a2849a09058a661294a19bcc7eede2faf41bd65b53,T1RFNE1qWTBNVElGTFpQRkVQ,79,6.7,2310-4259-5657-9615,PDDMWSRYDH,FLZPFEP
YTJGd1oySjNHU01KTFBETExO,1cf29b75793dffccf3239ea00b482717273c6703f68bf64f5af06be0aad6b6c3,TkRjNE5qRXlOVGdDRlNESkJa,68,5.5,6756-2181-8486-1531,GSMJLPDLLN,CFSDJBZ
YUhCcmFtWmtXVE9VVlFaVkpY,4b3f716b4bded0e58bf6ee490b071893a2e65337f3f93283989d7cc9d08f74a6,T1RjNE9EUTVOVEFYUFJVSk9L,64,4.2,8692-2316-4796-2438,WTOUVQZVJX,XPRUJOK
WVhwcVoydG5SQUFTSFFDSU5H,686300e3020979f6d9bd27a0ae3da8ba36ce4087a22c1f8e66d97fa8d7be0f20,TlRJMU16RTFNRGdQQk5aRk5Y,46,4.5,6818-9482-6695-6521,RAASHQCING,PBNZFNX
YUdselluSjNaSkxLQlhMR0pX,6630629ae62454316aec46a1b9047cd28278c94ffa08396446d4b5a9cafade5e,T1RRek1UQTFNRFlXWUNCRkpX,75,1.7,8722-3309-6775-8428,ZJLKBXLGJW,WYCBFJW
ZVdac1puQm9CSUZKRVZFRFVL,51da4695f0727ee0d7e6eeec3edb91129a945536fcdb2a1966b2dce17872ea02,Tmpnd01UZ3dOakVOUkJMUkhG,23,3.8,7931-1344-3184-4356,BIFJEVEDUK,NRBLRHF
WjNObGRIaG9XUkFEQlJLSERF,50044cf3137dcf0ecfb82d22c386f38e6ac370afb06454c0593710eb70b862bb,TkRrME1qVXlNalVYQU5EUU1D,49,6.3,4623-6568-1359-5395,WRADBRKHDE,XANDQMC
Y1hkeGIyRnVLUVpQVVJQUlhR,f249672ae9c50e5287c36fb3385c919210c9e632dd99cdb1f8646aeb2cf02e10,TmpRMk1UUTJNVElZTUFJUUNO,32,6,6523-7359-6741-4846,KQZPURPRXQ,YMAIQCN
Ym5CMGJtNXJLQUtIRkJYQUJJ,f92d44bc7d7e275d317b9a0ba9c47d0f378a446b296a3cb1014a8590e7e37cf3,TkRBek1ESXpOQUNPUVpVV1hM,34,1.5,1488-4661-2702-1649,KAKHFBXABI,COQZUWXL
ZW01blluUmlFUFFEUkRNUlJX,707c7e25da22a29eae20287f7c2c25e12893619b38c3b3432af279a7edb3d08c,TXpJM056WTFNak1GRlNRRFdS,30,1.7,5841-8631-3981-6092,EPQDRDMRRW,FFSQDWR
ZEhobllXWnhNUExZTERFT09C,ffc06e70e661540d36fe4cb9e2e51fa5f35d2e2e1cce2e20800a69e1571f3262,T0Rrek1EQTROakVZV01USUZH,27,5.1,8976-3290-1888-2182,MPLYLDEOOB,YWMTIFG
ZDNGNmJHcHlQWlJaVUVGTlJV,6e7ed7d42a14754290ca0aacbe525cd3479e9b81636cc527a1da409fe3735797,TWpNeE5EUTRPRFFYV1NWS1RT,38,2.7,9456-9269-4392-3495,PZRZUEFNRU,XWSVKTS
ZEhwa1ltNW5VUUVaWkVMTlNa,bd66cc6fa50dbff5a857e6b2e271ba0cc09db470dbd4d65e175a2da39c54cd89,T0RRNU5qQTROVEFGR1FHQVJQ,54,6.6,4157-5236-7508-1403,UQEZZELNSZ,FGQGARP
YTNSbGJHbHBGVFZISE9UWldN,503f14e53cdc10e9bfbed3a6df714718635633d8659b6df95ce988539464c585,TXpJMU5qa3lNelFEWUZTT01H,68,8.6,2991-6690-3737-2311,FTVHHOTZWM,DYFSOMG
ZUhwbWJYRnJWU0VSQk5XQVpU,dc49121ed44df58e1a055e14d3242c3e6a600e2aeec4649a6ca7d6e047c3f05c,TWpBM056Z3pOVFlFTUNZTVZW,51,8,1109-6616-2293-2529,VSERBNWAZT,EMCYMVV
YTNaMlltWmpRTFZWUk1NQVNQ,9b88c67c11b50ddc11b4fbe92c548e2a59edd4bdbb99110a2c81f5d2dc71df9f,TlRNeU5qQXpOREFaVkVKSENJ,79,5,4311-5015-3357-3232,QLVVRMMASP,ZVEJHCI
WTNCMFptWm1MRFZFV01JUVVJ,a7e5ce69915457a8c0ae70dc71474c05ab86257a93a16b83e5bba24b8e56381e,TVRJeE9UVTBNemdBTkRaSkdO,79,7.1,5798-2972-5552-5203,LDVEWMIQUI,ANDZJGN
YUhCc1lXbDZZRUxYR0pHQlVZ,4b2fec289f5f6d51761926ac4f2ca3a29a76e983d2decc22c0b7eed7c0c7314d,TXpZNE1qWTBORE1ZSlBFQ1lH,49,2,9352-7782-5179-8029,YELXGJGBUY,YJPECYG
YTJweWMyVmhaRUZaUEdLV01B,882262ebbaf9e4561bb794e701dd993145156947cc999dc1399ebbf61d48846e,T0RNMk5EUXhPRGdFTldaTlJS,57,3.1,9160-6501-8409-8286,ZEFZPGKWMA,ENWZNRR
WkcxaGIzcGtXRkZLWE1XVkVF,edda669af18753eaa175dff8776c5dce53b0ec9b0afebb5d91f891ae5188e1b0,TmpRd01ESTBPRFVDSE5GUlFX,68,6.8,2819-1299-1016-1536,WFFKXMWVEE,CHNFRQW
WlhObGQyWmxYTEZCWlNESFNU,ba4fc6e0b2676f4d6106e8ceb4b10a73966ff61c74a02ccf6ca71c5cf3e0dcc5,TkRVME5UWTVNalFEQUJCREdS,26,3.9,1772-8008-4957-3005,XLFBZSDHST,DABBDGR
YUhkdGFHSnlKVlJNRFNZTlBN,a88c70068855f0e87c70005d599e5d363d0f0ec787299ccfb9548cd2308e2ec2,TXpJek16SXhNVGdSU1NLSFlG,70,5,7041-5088-8389-1484,JVRMDSYNPM,RSSKHYF
ZG5sb1lYaHhJWEVUVFdQQ0FC,831bc48db070f12eaf1a1c320a6ef2ee3abfd67d56474398689fcf80d7fc0af3,TXpRME5USTJNREFNS09MUElE,63,3.6,5431-6157-5277-3533,IXETTWPCAB,MKOLPID
Y1dOa2VtaHFVTE9TR0tWSE9D,d625781d53ae79742d017c9764bfbcce122687b7148575e6da5f5721989e4f81,TVRJNU1qY3hOekVQVlNDV0VG,71,7.8,1720-2464-8774-6306,ULOSGKVHOC,PVSCWEF
YUdwNWFHVnBKWUdSQUZPWERK,3ebdcb403eb00a7e551575004fde13ed030b511c01bc436c73a0fb5a3075c225,TWpBMk5UVTNOelFGSUdBS0xX,21,3.9,4385-1646-4323-7670,JYGRAFOXDJ,FIGAKLW
WW5Cb1kzaHJKTUdCU0JCQkZR,a09673224a1c7058ff8dc491cf8252cfa53b0359aef1e15a10f2f930a5b71ee6,TmpJNE5EVXhNREFKRE9SSEtS,26,6.4,7613-6370-7300-3315,JMGBSBBBFQ,JDORHKR
ZFd4NmEyOTNORkNERFpWWVpL,90565aaae2729cfe568e852c3e9fd5fb32ee34648bce82e0db83874cd7bc5153,TWpBME16TXpORFFVTU5SQ1pQ,48,1.8,5518-1694-5601-6809,NFCDDZVYZK,UMNRCZP
YUhabGNXcHJISkxGVFVHWFNC,e34a99bc5cf1c05caa4204765e37282a5537030a95838d77eae791c4b8b3f962,TmpreU16TTNPREFGWVpPR1Fa,42,7.7,1539-4301-7260-3871,HJLFTUGXSB,FYZOGQZ
WTJkbmQzVjZHSlBCWEtGWlpO,1f4ab19dff3561c4c145f00a7ffad62b3c1c5e0873466cc8fab67f43f502470f,TVRrNU56STFOamNYSk5UUkpD,37,7.1,8310-1256-1334-9207,GJPBXKFZZN,XJNTRJC
ZVhSNWRYZGxGU05BV0REU1RO,3348d3811baccdcc8c50804c1e890d298e80c626700f50136302220b1c8952f5,TmpBeU56a3hNelVRV1lCSkhF,29,2.9,6278-8776-2935-8356,FSNAWDDSTN,QWYBJHE
WkdSbGRHVm1DQUVTVE5EQk5G,0c517d69469fb6cde374682a5433fe21a42ef3ec8b4fc36bf7aead3661ef299b,TXpVNE5EY3hNelVYVVJUSUlM,77,8.8,3667-2276-4293-4934,CAESTNDBNF,XURTIIL
ZG5aMGEzaGxFU1JEUVhKR0ZT,8805574b119f393b5800f1ab16522f174ab1b20f2346a393f0e7a57d99c16749,TkRrMk9UVXdOamdLUEdDVk5W,69,2.6,1287-1743-5678-4052,ESRDQXJGFS,KPGCVNV
ZEhkcVlYbGtMTEpGVk9RUVFF,3d4be1edc9af38915aefddd5b3a8f31a249b3a3fa4e2ea3138ce553a68dec863,Tmpnd05URXpNemdWSkdJUFJR,21,1.3,5782-2258-8637-6962,LLJFVOQQQE,VJGIPRQ
ZDNWdGNHaDRHUkpQR1pQVERN,573e7642bcbee52f1ab17cda993f58b0b1b60dbbfc5badad87a96591d8505a12,TVRNeE1UZzFPRGNRRU1WVkVV,36,6.3,3417-5725-8086-7025,GRJPGZPTDM,QEMVVEU
ZFd0bWQzcGxHRlJNRFdGQ1ZE,d39f4b87c56149c28532a5ec9251bfc48fec67d057e76dda0a01777d836d9840,TVRJM056STNPRFlTQlBQQkdO,42,5.9,8287-3159-6127-1969,GFRMDWFCVD,SBPPBGN
Ym5welluZDZVUE1GREVSTFRR,40c3d9a70a345a37f6dddf089a01cc511ce470929ee3e51a12a1309951e03ce8,TVRVNE16RTNNek1JWlhQSU1J,31,1.5,2849-1590-8300-3806,UPMFDERLTQ,IZXPIMI
WkhKNmJXbHVCV1hVWFFaRlBQ,451b4e85a3c4599991953448e5a2a94167da6d3adc0e23c996bead63768c2f30,TWprMk56SXdOek1LWFNZSVRM,61,2.1,7105-1925-8440-6549,BWXUXQZFPP,KXSYITL
Y1hSdWMyeDBIQ1NEWVZYV09X,eb5879e4841bc056556e70872853e71b52682a1becf314121133c8104b65eb90,TWpFek1ETTJOeklZRFFIVkJV,43,6,9436-3059-8290-6932,HCSDYVXWOW,YDQHVBU
Wm1aNGMydHRNTENZTlNYSU5N,38e88d921e90e2b5cd58a8eb443962bb6ed00164ec793505639834d530c5a836,T1RRM09ESTRNemdRRFBHSEFW,57,8.2,2681-1121-8509-3689,MLCYNSXINM,QDPGHAV
WVhWb1ltbG9TWE1CSFFMQkFI,6d05e5535926aa2d93e9f86c10f851458691b0e6a171d8b7721d03a8d5b0e637,T1RVNE9ESXdPRGdTSEtOVk9L,26,6.9,5430-9524-8012-3088,SXMBHQLBAH,SHKNVOK
Wm1kaGFHeG9NR0JESEtOQlZJ,54b9641af717769b0e53c44c656c5406b92521f802e1b9f625f326e983200940,TWpBNU5EWTFPRFlTRVhLRkJR,49,5.6,5857-1942-8888-9587,MGBDHKNBVI,SEXKFBQ
Y0hkaVlYWjJURVJDS1dLR0hB,e5fb5888fcfcf0f4a13a9ead9b62f15898671c40b37f3c927cfadce84f96a8d1,T0RrME9URXhPRFlPT01KUkVa,26,1.8,5618-3541-2190-1082,TERCKWKGHA,OOMJREZ
YTNKcGQyOWxCR01DQ0pTRFVM,15a9ad63b6ef1c1cd56cc569d269f42fa0370951134a64069622fb618928584d,TlRBM016RTVPVFVFVFNWU1JV,62,2.1,3161-6345-1779-5647,BGMCCJSDUL,ETSVSRU
YjNadFptdDJWSUxKSkhCQU1Z,a1bf171167f8a34a03e389422db3aa6a4224f404b214e51118af50922e110c94,T0RReU1qQXlOallHSVlERkdE,50,4.2,4663-4782-9744-8618,VILJJHBAMY,GIYDFGD
ZVhaeWJHWnRKUkJGTk5TS0JZ,4611a915f056263e2457546fef3360d7ac03051955d06e470d28b732b27e03da,T0RVME1UVXhOVFlKWE5RV1dQ,55,1.7,5443-2003-1722-9504,JRBFNNSKBY,JXNQWWP
Y205eWFHOTFVUklHSEVTV0xV,e9915dcdae44439f202b82acd9b11c67775dc6527d8736ccd433b474efd7de7f,TXpZMU1ETTJNamdOVEtVT0pH,46,5.7,1714-7282-1552-3182,URIGHESWLU,NTKUOJG
YVdsMVpteGtRSldUVk5KRkJF,860920cc77e40034bd46fcf5b1687476f75c26d9d01ae5bb4b2d44ec266ce80c,TnpBMU5ERTBOVFVURUxNU1hH,36,4.3,1137-6178-7120-3509,QJWTVNJFBE,TELMSXG
Ykd0dloyUmpTQlhQSlFEV1FH,023933a307c772630dac46293bf2c2b51f7373592f9b0d24f66442359d782c81,TVRFNU9EazNOVFVOS0FRV1pH,66,5.8,8809-9759-7149-3325,SBXPJQDWQG,NKAQWZG
ZUdWa2FHWjZQR1BXRUxBTlJU,d7b837c5c25d7f57ecb10b891e705b5408864ab42bef2acf43968cdd1fb7b2f6,TXpNMU5EY3hNVEFCTEJJWU9G,53,1.3,8395-8214-7558-1825,PGPWELANRT,BLBIYOF
ZFhaMGRHdHJCWlRLSFpOVkFF,503da3aa1df82a01dfd9c6562705c3a0fd5bb1612a88fb799ab87260479d04f2,T0RFd09EWTRNek1RTlhNSk5Y,52,2.1,2299-9453-3005-1423,BZTKHZNVAE,QNXMJNX
Y21GM2FYQjFKWk9OTkVESkhB,a9286d530618ae3e257d24d78227b1a6390b97bb27a53158109ac30c9a8be1ae,TnpRNE5EazBNVElTQ1dCQUxN,79,7.8,7821-7888-5893-5886,JZONNEDJHA,SCWBALM
ZG5OeGJXcGhNTkJCRkxNTFhZ,b3d7a8bed4144dc7200a5048c3e2208078e7293b2c75295f67134fdebb9f79a3,TnpZME9UTXpNVGdSU1JUQkZW,63,8.9,3517-5841-3576-9146,MNBBFLMLXY,RSRTBFV
ZVd4MFltWmtURkpZT0NNU1BE,9dba4545fde9a778b570b1b7d9b69094b07274871714e1fa5c89e1200de1eb94,TkRZNU5qWTJOQU5IUEhUS0RC,30,1.7,7148-6247-5648-3825,TFJYOCMSPD,NHPHTKDB
WkdsdGQyRnZGREFUTExNS1VB,88930dc25cf3264f90354b4da4ddc1736585aad713371a53b0fd3a2e86af5822,TmprNE1qUTJNVE1BQkhTT09T,20,3.8,6950-2162-9926-9062,FDATLLMKUA,ABHSOOS
ZFc1cGRtbGpaWVpVSUxTTkVN,8d0828f6b14fb2b62dba75dcd369e05947bc5e4cb3ca62e3cdf050dad1cfc822,TmpNNE5UUTFNelFPVVlRRkNB,27,8.2,9116-1916-1906-8001,ZYZUILSNEM,OUYQFCA
YkdGMGNtcDBLUlpKUlpISEJL,6a6c0e3d7e9c8a81e49fa563383bd99a0e5f5aa269ef9312e3e591b045c68fb6,TmpNeE5qRTJPRFFOTEJORklE,59,4.5,2228-4961-7304-2117,KRZJRZHHBK,NLBNFID
Ylc5eFkyWmhQREZCR0ZVR0ZX,52cf69d41f4fff61be34c33ed369a98b2497a087ef2e0835411cec9ffdcd0f26,T1RFeE1EVTNOVGNNQkFZU1JR,22,5.7,3955-5657-8120-2337,PDFBGFUGFW,MBAYSRQ
ZVc1dGMzSjNXR1pQTVhOREJV,11487df8cedefa98e3bb00eab3550e0c983c80fdce8056662768d8c9fdf659a7,T1RrM05EVXhNRGNNS1ZXRklF,21,7.1,8599-7791-8728-8259,WGZPMXNDBU,MKVWFIE
YzJ0NFoySnhLU1dJSlFPSEZY,9583bccfc56ea3ccf6e4881be0a313104fec69aa0442759dcf8ffe7fb5552e4d,TnpBNE1qRTVOeklIWkJTWU1Y,68,5.3,2393-6178-2579-9707,KSWIJQOHFX,HZBSYMX
Y1c1eVlXTnJEQkxEQlhNV0JH,4dd6ff71022c881fdc7ee6b7e6e0fb1f9fde0f9b99d7ea8faf89cecc06ad6b82,TnpBMk56WXlOVEFOWUdKSlhZ,44,1.5,4525-9716-4532-3682,DBLDBXMWBG,NYGJJXY
YldGMmJXNXJIUEJRT1REUlRV,f027aef978f048c2f0503cff181f1c0c2e8bbf3aa7ae1cfacf961f364641b474,TkRJMk5qSXpPVGNVVURESlpO,24,7.6,3349-6201-9489-1536,HPBQOTDRTU,UUDDJZN
YzNONWVXVnVYS1dKV0ZWUFlL,211792b3abfbd9486bdb2be873fb0ce8079f66eb62f69907c8f48d40152351b6,TnprME56Z3hPVGdOQVRHUVdX,69,2.2,4927-1248-8691-4151,XKWJWFVPYK,NATGQWW
YjJob2EyaGlJTkRSSEhRVlVH,839e95dea2d601ee35c3308c546b59941cf106fb4400605163f6f561b50afee2,TlRRNU9UYzBPREVDVERZQlRQ,27,6,9224-9811-2735-6228,INDRHHQVUG,CTDYBTP
ZW1SNWMyMWxLWElYU1hES1hB,4a6a0f619f7abd24bf598ef15157419f0959ab7bf4234f9734624a7a30b6f3f7,TVRBeE1EWXpNelVSSkRKTVBL,40,1.9,6229-3609-3985-3859,KXIXSXDKXA,RJDJMPK
YTI1cllYQmtNSUlSVEtRS1pE,9a932846bbdc6045e80115dd6a3b6b5c511811f7ade787fa92792e1f5ca01129,TmpZNU56VXdPRFVMTU9HWFJG,58,4.8,1048-4856-8106-2963,MIIRTKQKZD,LMOGXRF
ZW5sNVlXWnBQT0dZTkpYWVNW,6988c930a22566ec91a3e29dee595dcd0c2d9d9c9127b002cfcbaa90587f05e0,TVRVM05qRTVNd1FQTFJXT0ND,69,4.4,9291-5566-3166-6916,POGYNJXYSV,QPLRWOCC
ZFdWMWMyMWpUREdHTUVFUE5B,3e389ae65e1ee2f51c27f877b0a059e9140b96953b2914cf51d65e236d18eac1,TWpBeE9UazNOd0pNUFdFTUZP,26,8,5915-6191-1717-8372,TDGGMEEPNA,JMPWEMFO
ZFhCcGIzaHZTUEtaVUVWWFpZ,89d491bdf47b5e93a34443468496a5e628a59db56d2c6f1631427f15103fc8cb,TXprME9UWXpNekFYV0xVSUNU,78,8.9,2962-7253-4934-1342,SPKZUEVXZY,XWLUICT
YTJWbWFYbHNZV0xXQVBUWkdL,e006e7686bf3d95a0daa92d8e04dcc9972eed90be83d31713c35cf7f0b7e8c75,T0RFeE5qazFOamNPU1NFQklP,38,3.9,2010-2738-4038-2788,YWLWAPTZGK,OSSEBIO
YVhOcWEzZGhET1FGSVRYSEhR,3d67a82425560b6e8bd9c038691170f1a3af99ce3706bb9732b12117fc75bed2,TlRZMU56WXpOeklRUllRUkla,55,3.5,4462-8277-1230-1708,DOQFITXHHQ,QRYQRIZ
WlhwcWJXVmxKWFBJR1pXQlpS,e12e584fcf0b2dc3b941f4d31b7646e3ac5530562e40fe6fe744e5153d16e600,TlRFeU9UTTVNemNKSVdNT0RL,69,8.2,3030-8043-9354-2688,JXPIGZWBZR,JIWMODK
ZEdKamRIUnZNRlhaUVBRVVlM,c00b93d5ab9d59c3649539223de5de76460bb1db4313ecdf958ec947ac0d887b,TVRVNE9EWXdNQUFJTk9NRURJ,21,5.5,1465-7694-6263-7456,MFXZQPQUYL,AINOMEDI
Ykc5aGFYcG9WQ0RBTkNCUEZL,8d76bab6c569120c3472153c6c8c88973165c4d7066b04889392fe3f179b5a68,TWpVeU9UWTVPVEVLWVlPRUtB,22,5,1881-1045-3302-4951,VCDANCBPFK,KYYOEKA
ZEhwa2FXcHVKQ0dESkhUS01I,3b49c486297b1cfe9d43255a2886641e2f6ed799c35a4876302476e2d76b9f47,T0RVME9URTVOelVRVkNIVkJE,64,6.6,3821-6353-8411-6115,JCGDJHTKMH,QVCHVBD
ZFhkaFpIcHRZVkxRQlNOV0RN,2401dbd2af13d35a201eaffea0bd1948958504eee7d304e9f1e02425d87b6476,T0RVNE5UTTBOaklXVkFRUk9G,23,4.9,5780-2233-3783-4893,YVLQBSNWDM,WVAQROF
ZFhWaFpHNWtFU1hZRU1QR0xO,be9e2a1969afe43c34db8f9b3985f6120cbb1ee313b8d9a746309dd9ca3421f3,T0RBek56Y3pPRGdGQU5ITkRB,53,4.8,6070-3825-4122-8652,ESXYEMPGLN,FANHNDA
YW1SNWNIUmxVSVpESFJMQkJQ,ccc5f5d17f588cc9c7a547491748e97aa9be03d574b1bd9054f529c91ec7877e,TVRVeU5UZzJNRElJU0JVSlVY,28,5.5,2854-7085-5354-4137,UIZDHRLBBP,ISBUJUX
YVd4emRXdDRMRUNIWlpDVVZM,da4ff50833f4cb82aedb7d9b09a821add797974dce632cd5fb441eb0b5d3ae1f,TmpBMU1qazFNalVQQUtXSVRT,60,6.4,2511-1481-7164-8017,LECHZZCUVL,PAKWITS
WW01dGFHVm5OT01RS0lFSVhB,7b2e96c74f75d7027e43cfc2c27061139f43b121547053f976b6a163b47aa98c,TmpNek56UXhNREVMQUpJTkJH,55,7.3,2565-9321-1120-9952,NOMQKIEIXA,LAJINBG
WldsdVlYTndSVlVPVVBDQUVJ,abb91387f5c8c48004038b31223e72dbf9e1c76f4bdd0a4c2e2ddc2cd9c05c9f,TnpnNU1qRTJOemdJV0JaQllM,43,2.9,8254-2827-4845-3296,RVUOUPCAEI,IWBZBYL
